Cost,RiskAdjustedCost,Frequency,Minor,Major,PCPID,ServiceProviderID,InNetwork
66.00,423.00,9,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,658,5047,1
16.00,160.00,2,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,658,17165,-1
26.00,10.00,2,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,658,19841,-1
28.00,27.00,2,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,658,20050,-1
18.00,150.00,2,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,658,24028,-1
16.00,80.00,2,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,674,5047,1
296.00,707.00,4,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,682,3680,1
18.00,22.00,2,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,682,7732,1
54.00,540.00,2,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,710,4186,-1
44.00,160.00,3,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,710,7193,1
16.00,100.00,2,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,736,21399,-1
2148.00,7902.00,26,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,744,2828,-1
43.00,165.00,5,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,744,3136,1
135.00,431.00,4,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,744,3358,-1
44.00,220.00,4,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,744,6937,1
0.00,0.00,4,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,744,7516,-1
148.00,212.00,2,Other diagnostic ultrasound,Diagnostic Procedures,2295,6937,1
133.00,673.00,3,Other diagnostic ultrasound,Diagnostic Procedures,2303,7193,1
65.00,325.00,3,Other diagnostic ultrasound,Diagnostic Procedures,2457,24709,-1
423.00,846.00,4,Other diagnostic ultrasound,Diagnostic Procedures,2457,26058,-1
505.00,1643.00,5,Other diagnostic ultrasound,Diagnostic Procedures,2531,2531,-1
103.00,515.00,2,Other diagnostic ultrasound,Diagnostic Procedures,2709,10762,-1
46.00,49.00,2,Other diagnostic ultrasound,Diagnostic Procedures,2798,2309,-1
197.00,656.00,2,Other diagnostic ultrasound,Diagnostic Procedures,2835,2828,-1
450.00,2250.00,3,Other diagnostic ultrasound,Diagnostic Procedures,2835,6937,1
74.00,232.00,3,Other diagnostic ultrasound,Diagnostic Procedures,2893,6937,1
165.00,471.00,2,Other diagnostic ultrasound,Diagnostic Procedures,2963,5196,1
1071.00,3750.00,18,Other diagnostic ultrasound,Diagnostic Procedures,3073,3136,1
25.00,7.00,2,Other diagnostic ultrasound,Diagnostic Procedures,3073,3869,-1
254.00,935.00,6,Other diagnostic ultrasound,Diagnostic Procedures,3073,6937,1
302.00,1510.00,3,Other diagnostic ultrasound,Diagnostic Procedures,3101,3535,1
1759.00,3063.00,13,Other diagnostic ultrasound,Diagnostic Procedures,3101,3680,1
704.00,3520.00,2,Other diagnostic ultrasound,Diagnostic Procedures,3101,4309,1
160.00,205.00,5,Other diagnostic ultrasound,Diagnostic Procedures,3101,5196,1
145.00,112.00,2,Other diagnostic ultrasound,Diagnostic Procedures,3189,5047,1
0.00,0.00,3,Other diagnostic ultrasound,Diagnostic Procedures,3189,7226,-1
42.00,38.00,2,Other diagnostic ultrasound,Diagnostic Procedures,3238,7193,1
127.00,635.00,2,Other diagnostic ultrasound,Diagnostic Procedures,3374,3680,1
1769.00,8358.00,13,Other diagnostic ultrasound,Diagnostic Procedures,3535,3535,1
354.00,1770.00,3,Other diagnostic ultrasound,Diagnostic Procedures,3709,3136,1
354.00,1430.00,2,Other diagnostic ultrasound,Diagnostic Procedures,3758,4192,1
347.00,811.00,4,Other diagnostic ultrasound,Diagnostic Procedures,3758,5047,1
378.00,567.00,2,Other diagnostic ultrasound,Diagnostic Procedures,3789,2828,-1
398.00,539.00,3,Other diagnostic ultrasound,Diagnostic Procedures,3950,2828,-1
372.00,1950.00,7,Other diagnostic ultrasound,Diagnostic Procedures,3950,3136,1
254.00,1270.00,2,Other diagnostic ultrasound,Diagnostic Procedures,3950,3419,-1
248.00,1240.00,2,Other diagnostic ultrasound,Diagnostic Procedures,3950,4309,1
89.00,368.00,4,Other diagnostic ultrasound,Diagnostic Procedures,3950,6937,1
288.00,860.00,3,Other diagnostic ultrasound,Diagnostic Procedures,3950,30567,-1
255.00,1001.00,5,Other diagnostic ultrasound,Diagnostic Procedures,4021,6937,1
658.00,1840.00,12,Other diagnostic ultrasound,Diagnostic Procedures,4043,3136,1
595.00,2975.00,3,Other diagnostic ultrasound,Diagnostic Procedures,4043,3419,-1
81.00,186.00,3,Other diagnostic ultrasound,Diagnostic Procedures,4043,6937,1
39.00,15.00,2,Other diagnostic ultrasound,Diagnostic Procedures,4079,5047,1
204.00,1020.00,5,Other diagnostic ultrasound,Diagnostic Procedures,4262,2828,-1
16.00,4.00,2,Other diagnostic ultrasound,Diagnostic Procedures,4262,3869,-1
356.00,1352.00,14,Other diagnostic ultrasound,Diagnostic Procedures,4262,6937,1
302.00,1027.00,8,Other diagnostic ultrasound,Diagnostic Procedures,4301,5047,1
93.00,465.00,2,Other diagnostic ultrasound,Diagnostic Procedures,4301,7193,1
463.00,2093.00,4,Other diagnostic ultrasound,Diagnostic Procedures,4309,3680,1
1208.00,4454.00,15,Other diagnostic ultrasound,Diagnostic Procedures,4315,3680,1
105.00,525.00,2,Other diagnostic ultrasound,Diagnostic Procedures,4315,7732,1
148.00,320.00,3,Other diagnostic ultrasound,Diagnostic Procedures,4383,3680,1
76.00,109.00,2,Other diagnostic ultrasound,Diagnostic Procedures,4789,10726,-1
2553.00,8726.00,24,Other diagnostic ultrasound,Diagnostic Procedures,4792,2828,-1
76.00,89.00,4,Other diagnostic ultrasound,Diagnostic Procedures,4792,3869,-1
343.00,381.00,3,Other diagnostic ultrasound,Diagnostic Procedures,4792,4364,-1
2434.00,11397.00,19,Other diagnostic ultrasound,Diagnostic Procedures,4792,6937,1
348.00,1403.00,3,Other diagnostic ultrasound,Diagnostic Procedures,4792,10726,-1
111.00,555.00,2,Other diagnostic ultrasound,Diagnostic Procedures,4792,11786,-1
609.00,1903.00,5,Other diagnostic ultrasound,Diagnostic Procedures,4792,12217,-1
234.00,780.00,2,Other diagnostic ultrasound,Diagnostic Procedures,5121,4192,1
157.00,713.00,6,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,744,12217,-1
203.00,883.00,5,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,744,16536,-1
69.00,462.00,7,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,744,21950,-1
14.00,64.00,2,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,744,27435,-1
8.00,80.00,2,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,922,5047,1
5.00,2.00,2,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,922,12759,-1
100.00,333.00,2,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,2287,2352,-1
1424.00,3614.00,18,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,2295,3680,1
27.00,70.00,4,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,2303,6937,1
109.00,537.00,12,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,2409,5047,1
49.00,335.00,5,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,2409,6937,1
16.00,160.00,3,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,2409,24028,-1
157.00,112.00,3,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,2457,2828,-1
469.00,851.00,42,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,2457,3136,1
180.00,375.00,27,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,2457,6937,1
46.00,51.00,2,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,2457,19723,-1
38.00,111.00,4,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,2701,3136,1
38.00,176.00,5,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,2701,6937,1
16.00,160.00,2,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,2701,30567,-1
142.00,52.00,2,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,2707,2828,-1
73.00,185.00,8,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,2798,5047,1
57.00,285.00,2,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,2854,3680,1
1073.00,3628.00,16,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,2893,3680,1
37.00,315.00,5,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,2893,5196,1
628.00,5024.00,4,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,2958,2828,-1
77.00,650.00,12,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,2958,3136,1
24.00,140.00,4,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,2958,6937,1
30.00,300.00,5,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,2958,17165,-1
74.00,260.00,8,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,2963,7732,1
23.00,115.00,2,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,2963,9535,-1
13.00,4.00,2,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,2963,20190,-1
10.00,3.00,2,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,2963,32541,-1
16.00,160.00,3,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,3054,3136,1
161.00,1610.00,3,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,3054,3555,-1
61.00,112.00,4,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,3054,5196,1
20.00,191.00,4,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,3054,19723,-1
5896.00,28748.00,115,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,3073,3680,1
60.00,300.00,2,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,3073,3976,-1
37.00,161.00,6,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,3073,5196,1
38.00,165.00,3,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,3101,7193,1
28.00,280.00,3,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,3161,5047,1
39.00,223.00,4,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,3161,6937,1
252.00,1818.00,13,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,3189,3136,1
541.00,1053.00,7,Other diagnostic ultrasound,Diagnostic Procedures,7041,2828,-1
80.00,400.00,2,Other diagnostic ultrasound,Diagnostic Procedures,7041,30567,-1
228.00,55.00,2,Other diagnostic ultrasound,Diagnostic Procedures,7336,3680,1
157.00,668.00,2,Other diagnostic ultrasound,Diagnostic Procedures,24451,5047,1
90.00,625.00,3,Other diagnostic ultrasound,Diagnostic Procedures,28932,6937,1
516.00,224.00,2,Other diagnostic ultrasound,Diagnostic Procedures,31700,2309,-1
55.00,57.00,2,Other diagnostic ultrasound,Diagnostic Procedures,31700,7732,1
0.00,0.00,2,Other diagnostic ultrasound,Diagnostic Procedures,31700,26787,-1
696.00,2450.00,7,Other diagnostic ultrasound,Diagnostic Procedures,31752,3680,1
212.00,1060.00,3,Other diagnostic ultrasound,Diagnostic Procedures,31752,7732,1
300.00,600.00,2,Other diagnostic ultrasound,Diagnostic Procedures,31752,31516,-1
401.00,802.00,5,Other diagnostic ultrasound,Diagnostic Procedures,31939,2828,-1
237.00,1077.00,5,Other diagnostic ultrasound,Diagnostic Procedures,31939,3136,1
92.00,184.00,2,Other diagnostic ultrasound,Diagnostic Procedures,31939,5196,1
285.00,570.00,2,Other diagnostic ultrasound,Diagnostic Procedures,31939,31516,-1
450.00,1650.00,6,Other diagnostic ultrasound,Diagnostic Procedures,31939,31939,1
0.00,0.00,2,Other extraocular muscle and orbit therapeutic procedures,Eye,2457,16535,-1
333.00,3330.00,2,Other fracture and dislocation procedure,Musculoskeletal System,3054,3054,1
617.00,6170.00,2,Other fracture and dislocation procedure,Musculoskeletal System,4079,31770,-1
7852.00,9815.00,7,Other intraocular therapeutic procedures,Eye,242,3555,-1
352.00,220.00,2,Other intraocular therapeutic procedures,Eye,242,26243,-1
1128.00,5640.00,5,Other intraocular therapeutic procedures,Eye,744,3294,-1
2529.00,5058.00,8,Other intraocular therapeutic procedures,Eye,4266,3248,-1
4209.00,3238.00,2,Other intraocular therapeutic procedures,Eye,6701,2310,-1
352.00,130.00,2,Other intraocular therapeutic procedures,Eye,31700,3248,-1
14.00,47.00,2,Other Laboratory,"Anesthesia, labs, and medication supplies",12,3665,-1
314.00,498.00,2,Other Laboratory,"Anesthesia, labs, and medication supplies",68,2828,-1
63.00,315.00,3,Other Laboratory,"Anesthesia, labs, and medication supplies",68,14263,-1
314.00,1384.00,10,Other Laboratory,"Anesthesia, labs, and medication supplies",85,17449,-1
27.00,105.00,3,Other Laboratory,"Anesthesia, labs, and medication supplies",180,180,1
187.00,897.00,6,Other Laboratory,"Anesthesia, labs, and medication supplies",180,2828,-1
22.00,9.00,3,Other Laboratory,"Anesthesia, labs, and medication supplies",658,24607,-1
645.00,1762.00,19,Other Laboratory,"Anesthesia, labs, and medication supplies",744,17449,-1
39.00,49.00,2,Other Laboratory,"Anesthesia, labs, and medication supplies",2457,28852,-1
235.00,1946.00,7,Other Laboratory,"Anesthesia, labs, and medication supplies",2701,17449,-1
138.00,690.00,2,Other Laboratory,"Anesthesia, labs, and medication supplies",2709,2709,-1
1041.00,4385.00,16,Other Laboratory,"Anesthesia, labs, and medication supplies",2798,3680,1
18.00,180.00,2,Other Laboratory,"Anesthesia, labs, and medication supplies",3101,14263,-1
0.00,0.00,3,Other Laboratory,"Anesthesia, labs, and medication supplies",3192,16151,-1
43.00,186.00,3,Other Laboratory,"Anesthesia, labs, and medication supplies",3192,24175,-1
28.00,70.00,2,Other Laboratory,"Anesthesia, labs, and medication supplies",3347,32030,-1
24.00,34.00,2,Other Laboratory,"Anesthesia, labs, and medication supplies",3534,24607,-1
37.00,21.00,2,Other Laboratory,"Anesthesia, labs, and medication supplies",3662,3680,1
42.00,163.00,2,Other Laboratory,"Anesthesia, labs, and medication supplies",3709,17424,-1
22.00,29.00,3,Other Laboratory,"Anesthesia, labs, and medication supplies",3789,2828,-1
102.00,173.00,5,Other Laboratory,"Anesthesia, labs, and medication supplies",4251,24607,-1
126.00,1260.00,2,Other Laboratory,"Anesthesia, labs, and medication supplies",4295,3680,1
337.00,506.00,8,Other Laboratory,"Anesthesia, labs, and medication supplies",4315,3680,1
55.00,275.00,2,Other Laboratory,"Anesthesia, labs, and medication supplies",4315,24607,-1
18.00,90.00,2,Other Laboratory,"Anesthesia, labs, and medication supplies",4789,26180,-1
43.00,18.00,2,Other Laboratory,"Anesthesia, labs, and medication supplies",4792,23609,-1
0.00,0.00,2,Other Laboratory,"Anesthesia, labs, and medication supplies",4792,32372,-1
142.00,710.00,3,Other Laboratory,"Anesthesia, labs, and medication supplies",16868,3680,1
16.00,108.00,4,Other Laboratory,"Anesthesia, labs, and medication supplies",19351,26180,-1
18.00,90.00,2,Other Laboratory,"Anesthesia, labs, and medication supplies",33009,68,1
373.00,287.00,3,Other non-OR or closed therapeutic nervous system procedures,Nervous System,210,4101,-1
166.00,587.00,21,Other non-OR or closed therapeutic nervous system procedures,Nervous System,744,2828,-1
317.00,3170.00,2,Other non-OR or closed therapeutic nervous system procedures,Nervous System,3101,11319,-1
0.00,0.00,3,Other non-OR or closed therapeutic nervous system procedures,Nervous System,3758,2828,-1
592.00,658.00,2,Other non-OR or closed therapeutic nervous system procedures,Nervous System,4315,11319,-1
318.00,398.00,5,Other non-OR or closed therapeutic nervous system procedures,Nervous System,4789,2828,-1
317.00,1585.00,3,Other non-OR or closed therapeutic nervous system procedures,Nervous System,6539,11319,-1
3362.00,16810.00,2,Other non-OR therapeutic cardiovascular procedures,Cardiovascular System,174,2511,-1
378.00,1260.00,6,Other non-OR therapeutic procedures on musculoskeletal system,Musculoskeletal System,68,4203,-1
0.00,0.00,6,Other non-OR therapeutic procedures on musculoskeletal system,Musculoskeletal System,2798,3465,-1
930.00,990.00,15,Other non-OR therapeutic procedures on musculoskeletal system,Musculoskeletal System,3789,4203,-1
522.00,870.00,2,Other non-OR therapeutic procedures on skin and breast,Integumentary System,12,12,-1
0.00,0.00,2,Other non-OR therapeutic procedures on skin and breast,Integumentary System,12,31142,1
190.00,950.00,11,Other non-OR therapeutic procedures on skin and breast,Integumentary System,242,16780,-1
109.00,43.00,3,Other non-OR therapeutic procedures on skin and breast,Integumentary System,388,3752,-1
0.00,0.00,3,Other non-OR therapeutic procedures on skin and breast,Integumentary System,508,3617,1
93.00,117.00,4,Other non-OR therapeutic procedures on skin and breast,Integumentary System,2457,3023,-1
62.00,34.00,4,Other non-OR therapeutic procedures on skin and breast,Integumentary System,4144,31142,1
0.00,0.00,2,Other non-OR therapeutic procedures on skin and breast,Integumentary System,4343,31142,1
206.00,343.00,2,Other OR gastrointestinal therapeutic procedures,Digestive System,658,30244,-1
206.00,2060.00,2,Other OR gastrointestinal therapeutic procedures,Digestive System,4792,24709,-1
0.00,0.00,2,Other OR lower GI therapeutic procedures,Digestive System,744,26368,-1
720.00,600.00,2,Other OR therapeutic nervous system procedures,Nervous System,388,11319,-1
1294.00,12940.00,3,Other OR therapeutic procedures on bone,Musculoskeletal System,68,6790,-1
1019.00,4045.00,2,Other OR therapeutic procedures on joints,Musculoskeletal System,4315,4344,1
300.00,334.00,2,Other OR therapeutic procedures on respiratory system,Respiratory System,242,15087,-1
313.00,3130.00,2,Other OR therapeutic procedures on skin and breast,Integumentary System,2958,2958,1
1921.00,19210.00,2,Other OR therapeutic procedures on skin and breast,Integumentary System,4356,31412,-1
896.00,3500.00,16,Other physical therapy and rehabilitation,Evaluation and Therapeutic Procedures,388,27897,-1
1624.00,16240.00,29,Other physical therapy and rehabilitation,Evaluation and Therapeutic Procedures,404,27897,-1
57.00,22.00,2,Other physical therapy and rehabilitation,Evaluation and Therapeutic Procedures,658,2828,-1
784.00,3710.00,14,Other physical therapy and rehabilitation,Evaluation and Therapeutic Procedures,658,27897,-1
462.00,330.00,6,Other physical therapy and rehabilitation,Evaluation and Therapeutic Procedures,2798,2828,-1
0.00,0.00,3,Other physical therapy and rehabilitation,Evaluation and Therapeutic Procedures,3789,13938,-1
0.00,0.00,3,Other physical therapy and rehabilitation,Evaluation and Therapeutic Procedures,3904,27260,-1
1676.00,1087.00,44,Other physical therapy and rehabilitation,Evaluation and Therapeutic Procedures,4315,3680,1
0.00,0.00,19,Other physical therapy and rehabilitation,Evaluation and Therapeutic Procedures,31700,2828,-1
440.00,2200.00,8,Other physical therapy and rehabilitation,Evaluation and Therapeutic Procedures,32034,2311,-1
562.00,3970.00,5,Other respiratory therapy,Evaluation and Therapeutic Procedures,28932,28932,1
495.00,2297.00,3,Other therapeutic ear procedures,Ear,388,28932,1
0.00,0.00,5,Other therapeutic ear procedures,Ear,3054,3054,1
931.00,1862.00,2,Other therapeutic endocrine procedures,Endocrine System,3879,3879,-1
163.00,321.00,6,Other therapeutic procedures,Evaluation and Therapeutic Procedures,1,2828,-1
26.00,26.00,3,Other therapeutic procedures,Evaluation and Therapeutic Procedures,68,2311,-1
130.00,186.00,2,Other therapeutic procedures,Evaluation and Therapeutic Procedures,68,4323,-1
6083.00,24757.00,167,Other therapeutic procedures,Evaluation and Therapeutic Procedures,68,17449,-1
56.00,266.00,8,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,3189,5196,1
144.00,720.00,2,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,3192,3555,-1
56.00,100.00,4,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,3192,5196,1
183.00,781.00,17,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,3238,5047,1
119.00,335.00,12,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,3238,6937,1
0.00,0.00,2,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,3374,3996,-1
52.00,520.00,2,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,3444,4186,-1
10.00,50.00,2,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,3527,3136,1
137.00,343.00,4,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,3662,2828,-1
53.00,76.00,9,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,3662,3136,1
0.00,0.00,3,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,3662,3605,-1
41.00,32.00,5,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,3662,6937,1
6.00,60.00,2,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,3674,9907,-1
798.00,3760.00,12,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,3709,3680,1
66.00,73.00,2,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,3758,2828,-1
588.00,1355.00,48,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,3758,3136,1
140.00,106.00,13,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,3758,5196,1
141.00,364.00,15,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,3758,6937,1
49.00,84.00,6,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,3758,7339,1
9.00,90.00,3,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,3758,16536,-1
10.00,5.00,2,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,3789,2582,-1
2884.00,5651.00,61,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,3789,3680,1
160.00,300.00,13,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,3789,7732,1
46.00,375.00,6,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,3904,7193,1
1769.00,8845.00,4,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,3904,27260,-1
233.00,179.00,2,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,3950,3555,-1
5281.00,15166.00,103,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,3950,3680,1
70.00,254.00,9,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,3950,7732,1
29.00,62.00,3,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,3950,10762,-1
49.00,32.00,6,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,3950,16890,-1
49.00,113.00,5,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,3954,3136,1
18.00,48.00,2,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,3954,6937,1
1114.00,2943.00,24,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,4043,3680,1
40.00,218.00,4,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,4043,7732,1
191.00,824.00,19,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,4079,3136,1
635.00,1012.00,6,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,4079,3555,-1
333.00,321.00,11,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,4079,5196,1
19.00,130.00,2,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,4079,7339,1
94.00,52.00,2,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,4144,6937,1
157.00,1570.00,2,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,4163,2828,-1
77.00,166.00,7,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,4163,3136,1
969.00,3769.00,13,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,4249,3680,1
15.00,31.00,4,Other diagnostic radiology and related techniques,Evaluation and Therapeutic Procedures,4249,5196,1
398.00,942.00,6,Other Laboratory,"Anesthesia, labs, and medication supplies",31674,3680,1
1374.00,5735.00,17,Other Laboratory,"Anesthesia, labs, and medication supplies",31700,3680,1
314.00,628.00,2,Other Laboratory,"Anesthesia, labs, and medication supplies",31939,2828,-1
105.00,525.00,2,Other Laboratory,"Anesthesia, labs, and medication supplies",32175,29746,-1
634.00,906.00,2,Other non-OR or closed therapeutic nervous system procedures,Nervous System,242,11319,-1
341.00,488.00,6,Other non-OR or closed therapeutic nervous system procedures,Nervous System,658,2828,-1
186.00,619.00,3,Other non-OR or closed therapeutic nervous system procedures,Nervous System,2795,2828,-1
1543.00,6784.00,5,Other non-OR or closed therapeutic nervous system procedures,Nervous System,3073,11319,-1
634.00,3170.00,2,Other non-OR or closed therapeutic nervous system procedures,Nervous System,3950,11319,-1
99.00,990.00,2,Other non-OR or closed therapeutic nervous system procedures,Nervous System,4262,11781,-1
308.00,342.00,2,Other non-OR or closed therapeutic nervous system procedures,Nervous System,4315,2599,1
592.00,526.00,3,Other non-OR or closed therapeutic nervous system procedures,Nervous System,4792,11319,-1
1617.00,2022.00,2,Other non-OR therapeutic cardiovascular procedures,Cardiovascular System,9488,4181,-1
0.00,0.00,2,Other non-OR therapeutic cardiovascular procedures,Cardiovascular System,32065,3187,1
28.00,14.00,2,Other non-OR therapeutic procedures of urinary tract,Urinary System,4792,3551,-1
0.00,0.00,4,Other non-OR therapeutic procedures on musculoskeletal system,Musculoskeletal System,12,4203,-1
211.00,1055.00,6,Other non-OR therapeutic procedures on musculoskeletal system,Musculoskeletal System,388,4203,-1
126.00,420.00,3,Other non-OR therapeutic procedures on musculoskeletal system,Musculoskeletal System,2409,4203,-1
1166.00,11660.00,21,Other non-OR therapeutic procedures on musculoskeletal system,Musculoskeletal System,2798,4203,-1
0.00,0.00,12,Other non-OR therapeutic procedures on musculoskeletal system,Musculoskeletal System,2893,2723,1
0.00,0.00,4,Other non-OR therapeutic procedures on musculoskeletal system,Musculoskeletal System,4079,3465,-1
947.00,8277.00,15,Other non-OR therapeutic procedures on musculoskeletal system,Musculoskeletal System,9488,4203,-1
314.00,2315.00,2,Other non-OR therapeutic procedures on skin and breast,Integumentary System,242,242,-1
219.00,273.00,3,Other non-OR therapeutic procedures on skin and breast,Integumentary System,242,2533,-1
57.00,285.00,3,Other non-OR therapeutic procedures on skin and breast,Integumentary System,242,4169,-1
1194.00,6165.00,31,Other non-OR therapeutic procedures on skin and breast,Integumentary System,242,4381,-1
0.00,0.00,2,Other non-OR therapeutic procedures on skin and breast,Integumentary System,388,3306,-1
14.00,11.00,3,Other non-OR therapeutic procedures on skin and breast,Integumentary System,658,736,-1
261.00,1305.00,2,Other non-OR therapeutic procedures on skin and breast,Integumentary System,682,6614,-1
0.00,0.00,2,Other non-OR therapeutic procedures on skin and breast,Integumentary System,744,2533,-1
0.00,0.00,3,Other non-OR therapeutic procedures on skin and breast,Integumentary System,2307,3752,-1
2660.00,13300.00,77,Other non-OR therapeutic procedures on skin and breast,Integumentary System,3073,7276,-1
390.00,1950.00,10,Other non-OR therapeutic procedures on skin and breast,Integumentary System,3073,9480,-1
195.00,324.00,3,Other non-OR therapeutic procedures on skin and breast,Integumentary System,3789,2585,1
0.00,0.00,3,Other non-OR therapeutic procedures on skin and breast,Integumentary System,3950,31142,1
0.00,0.00,2,Other non-OR therapeutic procedures on skin and breast,Integumentary System,4079,2533,-1
